sentence_id,label,text,token,attribution,abs_attribution,delta,delta_flagged
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.036337,0.036337,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",wake,-0.072902,0.072902,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,0.028443,0.028443,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",information,-0.030513,0.030513,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",released,-0.024887,0.024887,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",by,-0.010345,0.010345,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.042169,0.042169,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",united,0.022308,0.022308,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",states,0.022419,0.022419,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",department,0.004548,0.004548,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,0.024749,0.024749,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",justice,0.008552,0.008552,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",about,0.00598,0.00598,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.044305,0.044305,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",depth,-0.035147,0.035147,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",and,0.004901,0.004901,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",extent,-0.00382,0.00382,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,0.040681,0.040681,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",peter,-0.000275,0.000275,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",mandelson,0.045937,0.045937,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",’,0.022718,0.022718,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",s,0.011804,0.011804,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",relationship,-0.005879,0.005879,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",with,0.032941,0.032941,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",jeffrey,0.042821,0.042821,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",epstein,-0.007668,0.007668,0.032344,False
0,authority_appeal,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",.,-0.046355,0.046355,0.032344,False
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",last,-0.020153,0.020153,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",week,-0.016064,0.016064,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",",",-0.03519,0.03519,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",i,0.033053,0.033053,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",came,-0.007153,0.007153,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",to,-0.010202,0.010202,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,-0.014915,0.014915,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",house,-0.064918,0.064918,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",in,-0.008017,0.008017,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,-0.000144,0.000144,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",wake,-0.040399,0.040399,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,-0.034334,0.034334,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",information,-0.041377,0.041377,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",released,-0.006933,0.006933,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",by,-0.005411,0.005411,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.018831,0.018831,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",united,-0.024561,0.024561,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",states,-0.015697,0.015697,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",department,-0.030753,0.030753,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,0.024915,0.024915,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",justice,-0.028562,0.028562,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",about,-0.008176,0.008176,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.014861,0.014861,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",depth,-0.047082,0.047082,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",and,-0.040915,0.040915,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",extent,-0.006943,0.006943,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,-0.003734,0.003734,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",peter,-0.046173,0.046173,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",mandelson,-0.063542,0.063542,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",’,0.03418,0.03418,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",s,-0.028178,0.028178,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",relationship,-0.027339,0.027339,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",with,0.019018,0.019018,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",jeffrey,-0.047304,0.047304,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",epstein,0.01993,0.01993,0.066249,True
0,polarization,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",.,-0.111045,0.111045,0.066249,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",last,0.010018,0.010018,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",week,-0.019965,0.019965,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",",",-0.032125,0.032125,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",i,0.027585,0.027585,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",came,0.010892,0.010892,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",to,0.014771,0.014771,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,-0.02758,0.02758,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",house,-0.035009,0.035009,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",in,-0.002649,0.002649,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.002472,0.002472,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",wake,-0.044089,0.044089,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,-0.012821,0.012821,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",information,-0.066174,0.066174,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",released,-0.003277,0.003277,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",by,-0.022312,0.022312,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,-0.001556,0.001556,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",united,-0.043932,0.043932,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",states,-0.047445,0.047445,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",department,-0.074931,0.074931,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,0.029546,0.029546,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",justice,0.000376,0.000376,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",about,0.003875,0.003875,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,0.004062,0.004062,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",depth,-0.060982,0.060982,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",and,-0.012668,0.012668,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",extent,-0.016504,0.016504,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,0.013183,0.013183,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",peter,-0.063134,0.063134,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",mandelson,-0.027532,0.027532,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",’,0.013527,0.013527,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",s,-0.026058,0.026058,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",relationship,-0.030579,0.030579,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",with,-0.022484,0.022484,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",jeffrey,-0.062181,0.062181,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",epstein,-0.007917,0.007917,0.055159,True
0,presumption,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",.,-0.105788,0.105788,0.055159,True
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",last,-0.024467,0.024467,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",week,-0.007418,0.007418,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",",",-0.063346,0.063346,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",i,-0.031198,0.031198,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",came,0.018234,0.018234,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",to,-0.011605,0.011605,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,-0.037641,0.037641,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",house,-0.063528,0.063528,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",in,0.000231,0.000231,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",the,-0.003372,0.003372,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",wake,-0.019113,0.019113,0.040389,False
0,exaggeration,"Last week, I came to the House in the wake of information released by the United States Department of Justice about the depth and extent of Peter Mandelson’s relationship with Jeffrey Epstein.",of,-0.02235,0.02235,0.040389,False
